partNumber,nps,pressureClass,material,thicknessLabel,thicknessIn,pricePerLb,actualWeightLbs,adjustedWeightLbs,wholesalePrice,listPrice
PB304-CX150T1S1/2,"1/2""",150,304,"1""",1,5.55,1.75,2.45,48,53
PBSA36-CX150T1S1/2,"1/2""",150,SA-36,"1""",1,1.87,1.68,2.35,39,43
PBSA516-70-CX150T1S1/2,"1/2""",150,SA-516-70,"1""",1,2.18,1.68,2.35,40,44
PB304L-CX150T1S1/2,"1/2""",150,304L,"1""",1,6.01,1.75,2.45,50,56
PB316L-CX150T1S1/2,"1/2""",150,316L,"1""",1,7.48,1.77,2.48,53,59
PBAL6061-CX150T1S1/2,"1/2""",150,AL-6061,"1""",1,5.1,0.59,0.83,39,43
PB304-CX150T1-1/8S1/2,"1/2""",150,304,"1-1/8""",1.125,5.55,1.97,2.76,50,56
PBSA36-CX150T1-1/8S1/2,"1/2""",150,SA-36,"1-1/8""",1.125,1.87,1.89,2.65,40,44
PBSA516-70-CX150T1-1/8S1/2,"1/2""",150,SA-516-70,"1-1/8""",1.125,2.18,1.89,2.65,41,46
PB304L-CX150T1-1/8S1/2,"1/2""",150,304L,"1-1/8""",1.125,6.01,1.97,2.76,51,57
PB316L-CX150T1-1/8S1/2,"1/2""",150,316L,"1-1/8""",1.125,7.48,2,2.8,56,62
PBAL6061-CX150T1-1/8S1/2,"1/2""",150,AL-6061,"1-1/8""",1.125,5.1,0.67,0.94,40,44
PB304-CX150T1-1/4S1/2,"1/2""",150,304,"1-1/4""",1.25,5.55,2.19,3.07,52,58
PBSA36-CX150T1-1/4S1/2,"1/2""",150,SA-36,"1-1/4""",1.25,1.87,2.1,2.94,40,44
PBSA516-70-CX150T1-1/4S1/2,"1/2""",150,SA-516-70,"1-1/4""",1.25,2.18,2.1,2.94,41,46
PB304L-CX150T1-1/4S1/2,"1/2""",150,304L,"1-1/4""",1.25,6.01,2.19,3.07,53,59
PB316L-CX150T1-1/4S1/2,"1/2""",150,316L,"1-1/4""",1.25,7.48,2.22,3.11,58,64
PBAL6061-CX150T1-1/4S1/2,"1/2""",150,AL-6061,"1-1/4""",1.25,5.1,0.74,1.04,40,44
PB304-CX150T1-3/8S1/2,"1/2""",150,304,"1-3/8""",1.375,5.55,2.41,3.37,54,60
PBSA36-CX150T1-3/8S1/2,"1/2""",150,SA-36,"1-3/8""",1.375,1.87,2.31,3.23,41,46
PBSA516-70-CX150T1-3/8S1/2,"1/2""",150,SA-516-70,"1-3/8""",1.375,2.18,2.31,3.23,42,47
PB304L-CX150T1-3/8S1/2,"1/2""",150,304L,"1-3/8""",1.375,6.01,2.41,3.37,55,61
PB316L-CX150T1-3/8S1/2,"1/2""",150,316L,"1-3/8""",1.375,7.48,2.44,3.42,60,66
PBAL6061-CX150T1-3/8S1/2,"1/2""",150,AL-6061,"1-3/8""",1.375,5.1,0.81,1.13,41,46
PB304-CX150T1-1/2S1/2,"1/2""",150,304,"1-1/2""",1.5,5.55,2.63,3.68,55,61
PBSA36-CX150T1-1/2S1/2,"1/2""",150,SA-36,"1-1/2""",1.5,1.87,2.52,3.53,41,46
PBSA516-70-CX150T1-1/2S1/2,"1/2""",150,SA-516-70,"1-1/2""",1.5,2.18,2.52,3.53,43,48
PB304L-CX150T1-1/2S1/2,"1/2""",150,304L,"1-1/2""",1.5,6.01,2.63,3.68,57,63
PB316L-CX150T1-1/2S1/2,"1/2""",150,316L,"1-1/2""",1.5,7.48,2.66,3.72,63,70
PBAL6061-CX150T1-1/2S1/2,"1/2""",150,AL-6061,"1-1/2""",1.5,5.1,0.89,1.25,41,46
PB304-CX150T1-5/8S1/2,"1/2""",150,304,"1-5/8""",1.625,5.55,2.85,3.99,57,63
PBSA36-CX150T1-5/8S1/2,"1/2""",150,SA-36,"1-5/8""",1.625,1.87,2.73,3.82,42,47
PBSA516-70-CX150T1-5/8S1/2,"1/2""",150,SA-516-70,"1-5/8""",1.625,2.18,2.73,3.82,43,48
PB304L-CX150T1-5/8S1/2,"1/2""",150,304L,"1-5/8""",1.625,6.01,2.85,3.99,59,65
PB316L-CX150T1-5/8S1/2,"1/2""",150,316L,"1-5/8""",1.625,7.48,2.88,4.03,65,72
PBAL6061-CX150T1-5/8S1/2,"1/2""",150,AL-6061,"1-5/8""",1.625,5.1,0.96,1.34,42,47
PB304-CX150T1-3/4S1/2,"1/2""",150,304,"1-3/4""",1.75,5.55,3.07,4.3,59,65
PBSA36-CX150T1-3/4S1/2,"1/2""",150,SA-36,"1-3/4""",1.75,1.87,2.94,4.12,43,48
PBSA516-70-CX150T1-3/4S1/2,"1/2""",150,SA-516-70,"1-3/4""",1.75,2.18,2.94,4.12,44,49
PB304L-CX150T1-3/4S1/2,"1/2""",150,304L,"1-3/4""",1.75,6.01,3.07,4.3,61,68
PB316L-CX150T1-3/4S1/2,"1/2""",150,316L,"1-3/4""",1.75,7.48,3.1,4.34,67,74
PBAL6061-CX150T1-3/4S1/2,"1/2""",150,AL-6061,"1-3/4""",1.75,5.1,1.04,1.46,42,47
PB304-CX150T1-7/8S1/2,"1/2""",150,304,"1-7/8""",1.875,5.55,3.29,4.61,60,66
PBSA36-CX150T1-7/8S1/2,"1/2""",150,SA-36,"1-7/8""",1.875,1.87,3.15,4.41,43,48
PBSA516-70-CX150T1-7/8S1/2,"1/2""",150,SA-516-70,"1-7/8""",1.875,2.18,3.15,4.41,44,49
PB304L-CX150T1-7/8S1/2,"1/2""",150,304L,"1-7/8""",1.875,6.01,3.29,4.61,63,70
PB316L-CX150T1-7/8S1/2,"1/2""",150,316L,"1-7/8""",1.875,7.48,3.33,4.66,70,77
PBAL6061-CX150T1-7/8S1/2,"1/2""",150,AL-6061,"1-7/8""",1.875,5.1,1.11,1.55,43,48
PB304-CX150T2S1/2,"1/2""",150,304,"2""",2,5.55,3.51,4.91,62,69
PBSA36-CX150T2S1/2,"1/2""",150,SA-36,"2""",2,1.87,3.36,4.7,44,49
PBSA516-70-CX150T2S1/2,"1/2""",150,SA-516-70,"2""",2,2.18,3.36,4.7,45,50
PB304L-CX150T2S1/2,"1/2""",150,304L,"2""",2,6.01,3.51,4.91,64,71
PB316L-CX150T2S1/2,"1/2""",150,316L,"2""",2,7.48,3.55,4.97,72,80
PBAL6061-CX150T2S1/2,"1/2""",150,AL-6061,"2""",2,5.1,1.18,1.65,43,48
PB304-CX150T2-1/4S1/2,"1/2""",150,304,"2-1/4""",2.25,5.55,3.95,5.53,66,73
PBSA36-CX150T2-1/4S1/2,"1/2""",150,SA-36,"2-1/4""",2.25,1.87,3.78,5.29,45,50
PBSA516-70-CX150T2-1/4S1/2,"1/2""",150,SA-516-70,"2-1/4""",2.25,2.18,3.78,5.29,46,51
PB304L-CX150T2-1/4S1/2,"1/2""",150,304L,"2-1/4""",2.25,6.01,3.95,5.53,68,75
PB316L-CX150T2-1/4S1/2,"1/2""",150,316L,"2-1/4""",2.25,7.48,3.99,5.59,77,85
PBAL6061-CX150T2-1/4S1/2,"1/2""",150,AL-6061,"2-1/4""",2.25,5.1,1.33,1.86,44,49
PB304-CX150T2-1/2S1/2,"1/2""",150,304,"2-1/2""",2.5,5.55,4.38,6.13,69,76
PBSA36-CX150T2-1/2S1/2,"1/2""",150,SA-36,"2-1/2""",2.5,1.87,4.2,5.88,46,51
PBSA516-70-CX150T2-1/2S1/2,"1/2""",150,SA-516-70,"2-1/2""",2.5,2.18,4.2,5.88,48,53
PB304L-CX150T2-1/2S1/2,"1/2""",150,304L,"2-1/2""",2.5,6.01,4.38,6.13,72,80
PB316L-CX150T2-1/2S1/2,"1/2""",150,316L,"2-1/2""",2.5,7.48,4.43,6.2,81,90
PBAL6061-CX150T2-1/2S1/2,"1/2""",150,AL-6061,"2-1/2""",2.5,5.1,1.48,2.07,45,50
PB304-CX150T3S1/2,"1/2""",150,304,"3""",3,5.55,5.26,7.36,76,84
PBSA36-CX150T3S1/2,"1/2""",150,SA-36,"3""",3,1.87,5.04,7.06,48,53
PBSA516-70-CX150T3S1/2,"1/2""",150,SA-516-70,"3""",3,2.18,5.04,7.06,50,56
PB304L-CX150T3S1/2,"1/2""",150,304L,"3""",3,6.01,5.26,7.36,79,87
PB316L-CX150T3S1/2,"1/2""",150,316L,"3""",3,7.48,5.32,7.45,91,101
PBAL6061-CX150T3S1/2,"1/2""",150,AL-6061,"3""",3,5.1,1.77,2.48,47,52
PB304-CX150T11GAS3/4,"3/4""",150,304,11 Gauge,0.1196,5.55,0.25,0.35,37,41
PBSA36-CX150T11GAS3/4,"3/4""",150,SA-36,11 Gauge,0.1196,1.87,0.24,0.34,35,39
PBSA516-70-CX150T11GAS3/4,"3/4""",150,SA-516-70,11 Gauge,0.1196,2.18,0.24,0.34,36,40
PB304L-CX150T11GAS3/4,"3/4""",150,304L,11 Gauge,0.1196,6.01,0.25,0.35,37,41
PB316L-CX150T11GAS3/4,"3/4""",150,316L,11 Gauge,0.1196,7.48,0.25,0.35,37,41
PBAL6061-CX150T11GAS3/4,"3/4""",150,AL-6061,11 Gauge,0.1196,5.1,0.1,0.15,35,39
PB304-CX150T1/8S3/4,"3/4""",150,304,"1/8""",0.125,5.55,0.26,0.36,37,41
PBSA36-CX150T1/8S3/4,"3/4""",150,SA-36,"1/8""",0.125,1.87,0.25,0.35,36,40
PBSA516-70-CX150T1/8S3/4,"3/4""",150,SA-516-70,"1/8""",0.125,2.18,0.25,0.35,36,40
PB304L-CX150T1/8S3/4,"3/4""",150,304L,"1/8""",0.125,6.01,0.26,0.36,37,41
PB316L-CX150T1/8S3/4,"3/4""",150,316L,"1/8""",0.125,7.48,0.26,0.36,38,42
PBAL6061-CX150T1/8S3/4,"3/4""",150,AL-6061,"1/8""",0.125,5.1,0.1,0.15,36,40
PB304-CX150T3/16S3/4,"3/4""",150,304,"3/16""",0.1875,5.55,0.39,0.55,38,42
PBSA36-CX150T3/16S3/4,"3/4""",150,SA-36,"3/16""",0.1875,1.87,0.37,0.52,36,40
PBSA516-70-CX150T3/16S3/4,"3/4""",150,SA-516-70,"3/16""",0.1875,2.18,0.37,0.52,36,40
PB304L-CX150T3/16S3/4,"3/4""",150,304L,"3/16""",0.1875,6.01,0.39,0.55,38,42
PB316L-CX150T3/16S3/4,"3/4""",150,316L,"3/16""",0.1875,7.48,0.4,0.56,39,43
PBAL6061-CX150T3/16S3/4,"3/4""",150,AL-6061,"3/16""",0.1875,5.1,0.13,0.18,36,40
PB304-CX150T1/4S3/4,"3/4""",150,304,"1/4""",0.25,5.55,0.52,0.73,39,43
PBSA36-CX150T1/4S3/4,"3/4""",150,SA-36,"1/4""",0.25,1.87,0.5,0.7,36,40
PBSA516-70-CX150T1/4S3/4,"3/4""",150,SA-516-70,"1/4""",0.25,2.18,0.5,0.7,36,40
PB304L-CX150T1/4S3/4,"3/4""",150,304L,"1/4""",0.25,6.01,0.52,0.73,39,43
PB316L-CX150T1/4S3/4,"3/4""",150,316L,"1/4""",0.25,7.48,0.53,0.74,40,44
PBAL6061-CX150T1/4S3/4,"3/4""",150,AL-6061,"1/4""",0.25,5.1,0.18,0.25,36,40
PB304-CX150T5/16S3/4,"3/4""",150,304,"5/16""",0.3125,5.55,0.65,0.91,40,44
PBSA36-CX150T5/16S3/4,"3/4""",150,SA-36,"5/16""",0.3125,1.87,0.62,0.87,36,40
PBSA516-70-CX150T5/16S3/4,"3/4""",150,SA-516-70,"5/16""",0.3125,2.18,0.62,0.87,37,41
PB304L-CX150T5/16S3/4,"3/4""",150,304L,"5/16""",0.3125,6.01,0.65,0.91,40,44
PB316L-CX150T5/16S3/4,"3/4""",150,316L,"5/16""",0.3125,7.48,0.66,0.92,42,47
PBAL6061-CX150T5/16S3/4,"3/4""",150,AL-6061,"5/16""",0.3125,5.1,0.22,0.31,36,40
PB304-CX150T3/8S3/4,"3/4""",150,304,"3/8""",0.375,5.55,0.78,1.09,41,46
PBSA36-CX150T3/8S3/4,"3/4""",150,SA-36,"3/8""",0.375,1.87,0.75,1.05,37,41
PBSA516-70-CX150T3/8S3/4,"3/4""",150,SA-516-70,"3/8""",0.375,2.18,0.75,1.05,37,41
PB304L-CX150T3/8S3/4,"3/4""",150,304L,"3/8""",0.375,6.01,0.78,1.09,41,46
PB316L-CX150T3/8S3/4,"3/4""",150,316L,"3/8""",0.375,7.48,0.79,1.11,43,48
PBAL6061-CX150T3/8S3/4,"3/4""",150,AL-6061,"3/8""",0.375,5.1,0.26,0.36,37,41
PB304-CX150T1/2S3/4,"3/4""",150,304,"1/2""",0.5,5.55,1.04,1.46,43,48
PBSA36-CX150T1/2S3/4,"3/4""",150,SA-36,"1/2""",0.5,1.87,1,1.4,37,41
PBSA516-70-CX150T1/2S3/4,"3/4""",150,SA-516-70,"1/2""",0.5,2.18,1,1.4,38,42
PB304L-CX150T1/2S3/4,"3/4""",150,304L,"1/2""",0.5,6.01,1.04,1.46,44,49
PB316L-CX150T1/2S3/4,"3/4""",150,316L,"1/2""",0.5,7.48,1.06,1.48,46,51
PBAL6061-CX150T1/2S3/4,"3/4""",150,AL-6061,"1/2""",0.5,5.1,0.35,0.49,37,41
PB304-CX150T5/8S3/4,"3/4""",150,304,"5/8""",0.625,5.55,1.3,1.82,45,50
PBSA36-CX150T5/8S3/4,"3/4""",150,SA-36,"5/8""",0.625,1.87,1.25,1.75,38,42
PBSA516-70-CX150T5/8S3/4,"3/4""",150,SA-516-70,"5/8""",0.625,2.18,1.25,1.75,39,43
PB304L-CX150T5/8S3/4,"3/4""",150,304L,"5/8""",0.625,6.01,1.3,1.82,46,51
PB316L-CX150T5/8S3/4,"3/4""",150,316L,"5/8""",0.625,7.48,1.32,1.85,49,54
PBAL6061-CX150T5/8S3/4,"3/4""",150,AL-6061,"5/8""",0.625,5.1,0.44,0.62,38,42
PB304-CX150T3/4S3/4,"3/4""",150,304,"3/4""",0.75,5.55,1.57,2.2,47,52
PBSA36-CX150T3/4S3/4,"3/4""",150,SA-36,"3/4""",0.75,1.87,1.5,2.1,39,43
PBSA516-70-CX150T3/4S3/4,"3/4""",150,SA-516-70,"3/4""",0.75,2.18,1.5,2.1,39,43
PB304L-CX150T3/4S3/4,"3/4""",150,304L,"3/4""",0.75,6.01,1.57,2.2,48,53
PB316L-CX150T3/4S3/4,"3/4""",150,316L,"3/4""",0.75,7.48,1.58,2.21,51,57
PBAL6061-CX150T3/4S3/4,"3/4""",150,AL-6061,"3/4""",0.75,5.1,0.53,0.74,39,43
PB304-CX150T7/8S3/4,"3/4""",150,304,"7/8""",0.875,5.55,1.83,2.56,49,54
PBSA36-CX150T7/8S3/4,"3/4""",150,SA-36,"7/8""",0.875,1.87,1.75,2.45,39,43
PBSA516-70-CX150T7/8S3/4,"3/4""",150,SA-516-70,"7/8""",0.875,2.18,1.75,2.45,40,44
PB304L-CX150T7/8S3/4,"3/4""",150,304L,"7/8""",0.875,6.01,1.83,2.56,50,56
PB316L-CX150T7/8S3/4,"3/4""",150,316L,"7/8""",0.875,7.48,1.85,2.59,54,60
PBAL6061-CX150T7/8S3/4,"3/4""",150,AL-6061,"7/8""",0.875,5.1,0.62,0.87,39,43
PB304-CX150T1S3/4,"3/4""",150,304,"1""",1,5.55,2.09,2.93,51,57
PBSA36-CX150T1S3/4,"3/4""",150,SA-36,"1""",1,1.87,2,2.8,40,44
PBSA516-70-CX150T1S3/4,"3/4""",150,SA-516-70,"1""",1,2.18,2,2.8,41,46
PB304L-CX150T1S3/4,"3/4""",150,304L,"1""",1,6.01,2.09,2.93,52,58
PB316L-CX150T1S3/4,"3/4""",150,316L,"1""",1,7.48,2.11,2.95,57,63
PBAL6061-CX150T1S3/4,"3/4""",150,AL-6061,"1""",1,5.1,0.7,0.98,40,44
PB304-CX150T1-1/8S3/4,"3/4""",150,304,"1-1/8""",1.125,5.55,2.35,3.29,53,59
PBSA36-CX150T1-1/8S3/4,"3/4""",150,SA-36,"1-1/8""",1.125,1.87,2.25,3.15,41,46
PBSA516-70-CX150T1-1/8S3/4,"3/4""",150,SA-516-70,"1-1/8""",1.125,2.18,2.25,3.15,42,47
PB304L-CX150T1-1/8S3/4,"3/4""",150,304L,"1-1/8""",1.125,6.01,2.35,3.29,55,61
PB316L-CX150T1-1/8S3/4,"3/4""",150,316L,"1-1/8""",1.125,7.48,2.38,3.33,60,66
PBAL6061-CX150T1-1/8S3/4,"3/4""",150,AL-6061,"1-1/8""",1.125,5.1,0.79,1.11,41,46
PB304-CX150T1-1/4S3/4,"3/4""",150,304,"1-1/4""",1.25,5.55,2.61,3.65,55,61
PBSA36-CX150T1-1/4S3/4,"3/4""",150,SA-36,"1-1/4""",1.25,1.87,2.5,3.5,41,46
PBSA516-70-CX150T1-1/4S3/4,"3/4""",150,SA-516-70,"1-1/4""",1.25,2.18,2.5,3.5,42,47
PB304L-CX150T1-1/4S3/4,"3/4""",150,304L,"1-1/4""",1.25,6.01,2.61,3.65,57,63
PB316L-CX150T1-1/4S3/4,"3/4""",150,316L,"1-1/4""",1.25,7.48,2.64,3.7,63,70
PBAL6061-CX150T1-1/4S3/4,"3/4""",150,AL-6061,"1-1/4""",1.25,5.1,0.88,1.23,41,46
PB304-CX150T1-3/8S3/4,"3/4""",150,304,"1-3/8""",1.375,5.55,2.87,4.02,57,63
PBSA36-CX150T1-3/8S3/4,"3/4""",150,SA-36,"1-3/8""",1.375,1.87,2.75,3.85,42,47
PBSA516-70-CX150T1-3/8S3/4,"3/4""",150,SA-516-70,"1-3/8""",1.375,2.18,2.75,3.85,43,48
PB304L-CX150T1-3/8S3/4,"3/4""",150,304L,"1-3/8""",1.375,6.01,2.87,4.02,59,65
PB316L-CX150T1-3/8S3/4,"3/4""",150,316L,"1-3/8""",1.375,7.48,2.9,4.06,65,72
PBAL6061-CX150T1-3/8S3/4,"3/4""",150,AL-6061,"1-3/8""",1.375,5.1,0.97,1.36,42,47
PB304-CX150T1-1/2S3/4,"3/4""",150,304,"1-1/2""",1.5,5.55,3.13,4.38,59,65
PBSA36-CX150T1-1/2S3/4,"3/4""",150,SA-36,"1-1/2""",1.5,1.87,3,4.2,43,48
PBSA516-70-CX150T1-1/2S3/4,"3/4""",150,SA-516-70,"1-1/2""",1.5,2.18,3,4.2,44,49
PB304L-CX150T1-1/2S3/4,"3/4""",150,304L,"1-1/2""",1.5,6.01,3.13,4.38,61,68
PB316L-CX150T1-1/2S3/4,"3/4""",150,316L,"1-1/2""",1.5,7.48,3.17,4.44,68,75
PBAL6061-CX150T1-1/2S3/4,"3/4""",150,AL-6061,"1-1/2""",1.5,5.1,1.06,1.48,42,47
PB304-CX150T1-5/8S3/4,"3/4""",150,304,"1-5/8""",1.625,5.55,3.39,4.75,61,68
PBSA36-CX150T1-5/8S3/4,"3/4""",150,SA-36,"1-5/8""",1.625,1.87,3.25,4.55,43,48
PBSA516-70-CX150T1-5/8S3/4,"3/4""",150,SA-516-70,"1-5/8""",1.625,2.18,3.25,4.55,45,50
PB304L-CX150T1-5/8S3/4,"3/4""",150,304L,"1-5/8""",1.625,6.01,3.39,4.75,63,70
PB316L-CX150T1-5/8S3/4,"3/4""",150,316L,"1-5/8""",1.625,7.48,3.43,4.8,71,79
PBAL6061-CX150T1-5/8S3/4,"3/4""",150,AL-6061,"1-5/8""",1.625,5.1,1.14,1.6,43,48
PB304-CX150T1-3/4S3/4,"3/4""",150,304,"1-3/4""",1.75,5.55,3.65,5.11,63,70
PBSA36-CX150T1-3/4S3/4,"3/4""",150,SA-36,"1-3/4""",1.75,1.87,3.5,4.9,44,49
PBSA516-70-CX150T1-3/4S3/4,"3/4""",150,SA-516-70,"1-3/4""",1.75,2.18,3.5,4.9,46,51
PB304L-CX150T1-3/4S3/4,"3/4""",150,304L,"1-3/4""",1.75,6.01,3.65,5.11,66,73
PB316L-CX150T1-3/4S3/4,"3/4""",150,316L,"1-3/4""",1.75,7.48,3.7,5.18,74,82
PBAL6061-CX150T1-3/4S3/4,"3/4""",150,AL-6061,"1-3/4""",1.75,5.1,1.23,1.72,44,49
PB304-CX150T1-7/8S3/4,"3/4""",150,304,"1-7/8""",1.875,5.55,3.91,5.47,65,72
PBSA36-CX150T1-7/8S3/4,"3/4""",150,SA-36,"1-7/8""",1.875,1.87,3.75,5.25,45,50
PBSA516-70-CX150T1-7/8S3/4,"3/4""",150,SA-516-70,"1-7/8""",1.875,2.18,3.75,5.25,46,51
PB304L-CX150T1-7/8S3/4,"3/4""",150,304L,"1-7/8""",1.875,6.01,3.91,5.47,68,75
PB316L-CX150T1-7/8S3/4,"3/4""",150,316L,"1-7/8""",1.875,7.48,3.96,5.54,76,84
PBAL6061-CX150T1-7/8S3/4,"3/4""",150,AL-6061,"1-7/8""",1.875,5.1,1.32,1.85,44,49
PB304-CX150T2S3/4,"3/4""",150,304,"2""",2,5.55,4.18,5.85,67,74
PBSA36-CX150T2S3/4,"3/4""",150,SA-36,"2""",2,1.87,4,5.6,45,50
PBSA516-70-CX150T2S3/4,"3/4""",150,SA-516-70,"2""",2,2.18,4,5.6,47,52
PB304L-CX150T2S3/4,"3/4""",150,304L,"2""",2,6.01,4.18,5.85,70,77
PB316L-CX150T2S3/4,"3/4""",150,316L,"2""",2,7.48,4.22,5.91,79,87
PBAL6061-CX150T2S3/4,"3/4""",150,AL-6061,"2""",2,5.1,1.41,1.97,45,50
PB304-CX150T2-1/4S3/4,"3/4""",150,304,"2-1/4""",2.25,5.55,4.7,6.58,71,79
PBSA36-CX150T2-1/4S3/4,"3/4""",150,SA-36,"2-1/4""",2.25,1.87,4.5,6.3,47,52
PBSA516-70-CX150T2-1/4S3/4,"3/4""",150,SA-516-70,"2-1/4""",2.25,2.18,4.5,6.3,49,54
PB304L-CX150T2-1/4S3/4,"3/4""",150,304L,"2-1/4""",2.25,6.01,4.7,6.58,74,82
PB316L-CX150T2-1/4S3/4,"3/4""",150,316L,"2-1/4""",2.25,7.48,4.75,6.65,85,94
PBAL6061-CX150T2-1/4S3/4,"3/4""",150,AL-6061,"2-1/4""",2.25,5.1,1.58,2.21,46,51
PB304-CX150T2-1/2S3/4,"3/4""",150,304,"2-1/2""",2.5,5.55,5.22,7.31,75,83
PBSA36-CX150T2-1/2S3/4,"3/4""",150,SA-36,"2-1/2""",2.5,1.87,5,7,48,53
PBSA516-70-CX150T2-1/2S3/4,"3/4""",150,SA-516-70,"2-1/2""",2.5,2.18,5,7,50,56
PB304L-CX150T2-1/2S3/4,"3/4""",150,304L,"2-1/2""",2.5,6.01,5.22,7.31,79,87
PB316L-CX150T2-1/2S3/4,"3/4""",150,316L,"2-1/2""",2.5,7.48,5.28,7.39,90,100
PBAL6061-CX150T2-1/2S3/4,"3/4""",150,AL-6061,"2-1/2""",2.5,5.1,1.76,2.46,47,52
PB304-CX150T3S3/4,"3/4""",150,304,"3""",3,5.55,6.26,8.76,83,92
PBSA36-CX150T3S3/4,"3/4""",150,SA-36,"3""",3,1.87,6,8.4,51,57
PBSA516-70-CX150T3S3/4,"3/4""",150,SA-516-70,"3""",3,2.18,6,8.4,53,59
PB304L-CX150T3S3/4,"3/4""",150,304L,"3""",3,6.01,6.26,8.76,87,96
PB316L-CX150T3S3/4,"3/4""",150,316L,"3""",3,7.48,6.33,8.86,101,112
PBAL6061-CX150T3S3/4,"3/4""",150,AL-6061,"3""",3,5.1,2.11,2.95,50,56
PB304-CX150T11GAS1,"1""",150,304,11 Gauge,0.1196,5.55,0.3,0.42,37,41
PBSA36-CX150T11GAS1,"1""",150,SA-36,11 Gauge,0.1196,1.87,0.28,0.39,36,40
PBSA516-70-CX150T11GAS1,"1""",150,SA-516-70,11 Gauge,0.1196,2.18,0.28,0.39,36,40
PB304L-CX150T11GAS1,"1""",150,304L,11 Gauge,0.1196,6.01,0.3,0.42,37,41
PB316L-CX150T11GAS1,"1""",150,316L,11 Gauge,0.1196,7.48,0.3,0.42,38,42
PBAL6061-CX150T11GAS1,"1""",150,AL-6061,11 Gauge,0.1196,5.1,0.1,0.15,36,40
PB304-CX150T1/8S1,"1""",150,304,"1/8""",0.125,5.55,0.31,0.43,37,41
PBSA36-CX150T1/8S1,"1""",150,SA-36,"1/8""",0.125,1.87,0.3,0.42,36,40
PBSA516-70-CX150T1/8S1,"1""",150,SA-516-70,"1/8""",0.125,2.18,0.3,0.42,36,40
PB304L-CX150T1/8S1,"1""",150,304L,"1/8""",0.125,6.01,0.31,0.43,37,41
PB316L-CX150T1/8S1,"1""",150,316L,"1/8""",0.125,7.48,0.31,0.43,38,42
PBAL6061-CX150T1/8S1,"1""",150,AL-6061,"1/8""",0.125,5.1,0.1,0.15,36,40
PB304-CX150T3/16S1,"1""",150,304,"3/16""",0.1875,5.55,0.47,0.66,39,43
PBSA36-CX150T3/16S1,"1""",150,SA-36,"3/16""",0.1875,1.87,0.45,0.63,36,40
PBSA516-70-CX150T3/16S1,"1""",150,SA-516-70,"3/16""",0.1875,2.18,0.45,0.63,36,40
PB304L-CX150T3/16S1,"1""",150,304L,"3/16""",0.1875,6.01,0.47,0.66,39,43
PB316L-CX150T3/16S1,"1""",150,316L,"3/16""",0.1875,7.48,0.47,0.66,40,44
PBAL6061-CX150T3/16S1,"1""",150,AL-6061,"3/16""",0.1875,5.1,0.16,0.22,36,40
PB304-CX150T1/4S1,"1""",150,304,"1/4""",0.25,5.55,0.62,0.87,40,44
PBSA36-CX150T1/4S1,"1""",150,SA-36,"1/4""",0.25,1.87,0.59,0.83,36,40
PBSA516-70-CX150T1/4S1,"1""",150,SA-516-70,"1/4""",0.25,2.18,0.59,0.83,37,41
PB304L-CX150T1/4S1,"1""",150,304L,"1/4""",0.25,6.01,0.62,0.87,40,44
PB316L-CX150T1/4S1,"1""",150,316L,"1/4""",0.25,7.48,0.63,0.88,41,46
PBAL6061-CX150T1/4S1,"1""",150,AL-6061,"1/4""",0.25,5.1,0.21,0.29,36,40
PB304-CX150T5/16S1,"1""",150,304,"5/16""",0.3125,5.55,0.78,1.09,41,46
PBSA36-CX150T5/16S1,"1""",150,SA-36,"5/16""",0.3125,1.87,0.74,1.04,37,41
PBSA516-70-CX150T5/16S1,"1""",150,SA-516-70,"5/16""",0.3125,2.18,0.74,1.04,37,41
PB304L-CX150T5/16S1,"1""",150,304L,"5/16""",0.3125,6.01,0.78,1.09,41,46
PB316L-CX150T5/16S1,"1""",150,316L,"5/16""",0.3125,7.48,0.79,1.11,43,48
PBAL6061-CX150T5/16S1,"1""",150,AL-6061,"5/16""",0.3125,5.1,0.26,0.36,37,41
PB304-CX150T3/8S1,"1""",150,304,"3/8""",0.375,5.55,0.93,1.3,42,47
PBSA36-CX150T3/8S1,"1""",150,SA-36,"3/8""",0.375,1.87,0.89,1.25,37,41
PBSA516-70-CX150T3/8S1,"1""",150,SA-516-70,"3/8""",0.375,2.18,0.89,1.25,38,42
PB304L-CX150T3/8S1,"1""",150,304L,"3/8""",0.375,6.01,0.93,1.3,43,48
PB316L-CX150T3/8S1,"1""",150,316L,"3/8""",0.375,7.48,0.94,1.32,45,50
PBAL6061-CX150T3/8S1,"1""",150,AL-6061,"3/8""",0.375,5.1,0.31,0.43,37,41
PB304-CX150T1/2S1,"1""",150,304,"1/2""",0.5,5.55,1.24,1.74,45,50
PBSA36-CX150T1/2S1,"1""",150,SA-36,"1/2""",0.5,1.87,1.19,1.67,38,42
PBSA516-70-CX150T1/2S1,"1""",150,SA-516-70,"1/2""",0.5,2.18,1.19,1.67,38,42
PB304L-CX150T1/2S1,"1""",150,304L,"1/2""",0.5,6.01,1.24,1.74,45,50
PB316L-CX150T1/2S1,"1""",150,316L,"1/2""",0.5,7.48,1.26,1.76,48,53
PBAL6061-CX150T1/2S1,"1""",150,AL-6061,"1/2""",0.5,5.1,0.42,0.59,38,42
